District,Taluka,Village_Cluster,Latitude,Longitude,Season,Cane_Variety,Soil_Type,Irrigation_Method,Area_Harvested_Ha,Planting_Date,Harvest_Date,Harvest_Year,Avg_NDVI,Avg_EVI,Avg_LST_Celsius,Avg_Max_Temp_Celsius,Avg_Min_Temp_Celsius,Solar_Radiation_kWh,Avg_Humidity_Percent,Accumulated_Rainfall_mm,Yield_Tonnes_Ha
Ahmednagar,Rahuri,Rahuri_Cluster_4,19.4157,75.0335,Adsali,CoM 0265,Clay Loam,Rainfed,3.17,05-02-2023,18-04-2024,2024,0.646,0.576,30.4,32.3,23.3,5.01,78.3,596.2,124.21
Ahmednagar,Shevgaon,Shevgaon_Cluster_3,18.5146,74.4488,Pre-seasonal,VSI 434,Black Cotton,Flood,4.41,16-04-2023,06-05-2024,2024,0.585,0.587,30.5,32.2,19.9,5.27,78.5,628.5,121.65
Ahmednagar,Shrirampur,Shrirampur_Cluster_12,18.6022,74.8908,Adsali,VSI 434,Medium Black,Rainfed,2.88,27-06-2019,30-09-2020,2020,0.672,0.422,30.2,32.2,17.7,5.77,57.4,510.5,130.67
Ahmednagar,Kopargaon,Kopargaon_Cluster_6,19.0953,74.8548,Pre-seasonal,Co 86032,Medium Black,Rainfed,4.82,25-07-2022,09-08-2023,2023,0.739,0.663,33,35.3,14.9,5.51,68.4,432.9,120.62
Ahmednagar,Rahuri,Rahuri_Cluster_18,19.0064,74.4319,Suru,Co 92005,Medium Black,Drip,0.84,07-07-2019,02-11-2020,2020,0.547,0.449,29.7,31.4,20.7,5.25,61.2,566.7,125.53
Ahmednagar,Nevasa,Nevasa_Cluster_11,19.0293,74.3837,Adsali,CoM 0265,Clay Loam,Rainfed,1.02,07-11-2022,30-01-2024,2024,0.827,0.655,32.7,35.1,21.2,5.13,84.1,385.2,146.33
Ahmednagar,Rahata,Rahata_Cluster_6,18.7119,74.2736,Pre-seasonal,CoM 0265,Sandy Loam,Rainfed,3.99,30-06-2021,22-09-2022,2022,0.46,0.387,28.1,29.4,22.8,5.8,54.4,521.3,89.47
Ahmednagar,Rahata,Rahata_Cluster_7,19.3448,75.1454,Adsali,Co 92005,Medium Black,Drip,0.53,07-09-2018,06-10-2019,2019,0.781,0.676,30.5,32.8,20.3,5.59,81.7,643,168.47
Ahmednagar,Jamkhed,Jamkhed_Cluster_13,18.7087,74.5645,Suru,VSI 434,Medium Black,Rainfed,0.67,21-10-2017,09-02-2019,2019,0.3,0.351,39,39.9,17.8,5.59,63.3,286.2,68.85
Ahmednagar,Nevasa,Nevasa_Cluster_6,18.9851,74.4017,Pre-seasonal,VSI 434,Clay Loam,Flood,1.86,15-11-2017,26-01-2019,2019,0.63,0.538,30.7,32.6,15.3,5.55,75.6,505.2,137.36
Ahmednagar,Shrigonda,Shrigonda_Cluster_13,18.6592,74.3166,Pre-seasonal,CoM 0265,Black Cotton,Flood,1.72,08-04-2018,21-05-2019,2019,0.755,0.582,28.4,30.7,20.1,5.88,56.9,439.9,140.94
Ahmednagar,Rahuri,Rahuri_Cluster_18,19.4945,74.3715,Pre-seasonal,Co 92005,Medium Black,Flood,2.46,20-01-2018,01-05-2019,2019,0.562,0.44,29.7,31.4,19.4,6.76,65.9,423.6,122.86
Ahmednagar,Shrigonda,Shrigonda_Cluster_1,18.9792,74.5038,Adsali,Co 86032,Black Cotton,Rainfed,3.58,04-04-2021,16-06-2022,2022,0.427,0.357,32.3,33.6,19.8,5.63,57.5,663.9,115.95
Ahmednagar,Kopargaon,Kopargaon_Cluster_5,18.9281,74.581,Adsali,Co 86032,Sandy Loam,Flood,3.7,14-04-2018,13-06-2019,2019,0.823,0.659,32.1,34.6,19.9,6.13,55.7,436,173.76
Ahmednagar,Rahuri,Rahuri_Cluster_14,18.5312,74.344,Adsali,Co 92005,Sandy Loam,Rainfed,1.99,19-03-2020,04-06-2021,2021,0.445,0.296,27.9,29.2,21,6.04,51.5,361,86.13
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_3,19.0906,74.2911,Suru,CoM 0265,Sandy Loam,Drip,1.74,10-06-2019,15-07-2020,2020,0.61,0.52,31.4,33.2,19.8,6.94,66.6,679.1,140.18
Ahmednagar,Kopargaon,Kopargaon_Cluster_8,18.8211,74.2316,Pre-seasonal,CoM 0265,Black Cotton,Drip,3.82,02-06-2022,13-07-2023,2023,0.848,0.738,24,26.6,21.3,6.27,66.3,420.2,173.28
Ahmednagar,Rahuri,Rahuri_Cluster_13,19.4004,75.098,Pre-seasonal,VSI 434,Medium Black,Flood,3.75,16-03-2018,15-07-2019,2019,0.752,0.633,30.9,33.2,18.7,5.52,59.6,504.3,150.88
Ahmednagar,Nevasa,Nevasa_Cluster_18,18.9899,74.4771,Suru,Co 86032,Sandy Loam,Rainfed,4.67,15-02-2018,25-03-2019,2019,0.413,0.345,34.7,35.9,15.7,6.52,71,574.9,84.29
Ahmednagar,Nevasa,Nevasa_Cluster_11,18.7479,74.9618,Adsali,Co 92005,Sandy Loam,Flood,3,07-02-2020,21-05-2021,2021,0.608,0.52,31,32.8,19.6,5.53,62.6,550.1,119.97
Ahmednagar,Jamkhed,Jamkhed_Cluster_5,18.5796,74.4242,Adsali,CoM 0265,Sandy Loam,Drip,3.45,28-05-2019,13-06-2020,2020,0.85,0.742,27.3,29.9,22.3,4.56,66.1,519.6,180
Ahmednagar,Kopargaon,Kopargaon_Cluster_9,18.8572,74.2634,Pre-seasonal,VSI 434,Sandy Loam,Flood,3.18,31-12-2019,08-03-2021,2021,0.624,0.581,30.8,32.7,22,5.3,75.5,618,130.53
Ahmednagar,Shevgaon,Shevgaon_Cluster_3,18.6205,74.251,Pre-seasonal,VSI 434,Clay Loam,Flood,4.92,08-11-2017,10-02-2019,2019,0.695,0.534,30.2,32.3,23.7,5.33,54.4,259.6,129.73
Ahmednagar,Karjat,Karjat_Cluster_1,18.6011,74.626,Adsali,Co 92005,Medium Black,Rainfed,1.78,13-01-2019,30-04-2020,2020,0.642,0.589,32.6,34.5,18.8,5.45,55.8,344.6,127.66
Ahmednagar,Shevgaon,Shevgaon_Cluster_15,18.7824,74.9341,Pre-seasonal,VSI 434,Clay Loam,Rainfed,1.71,24-03-2018,28-05-2019,2019,0.49,0.475,30.4,31.9,20.1,6.03,56.1,615.4,113.37
Ahmednagar,Parner,Parner_Cluster_11,18.8265,75.0947,Suru,Co 92005,Medium Black,Flood,2.11,13-03-2020,03-05-2021,2021,0.466,0.26,35.9,37.3,17.4,6.16,50.2,393.8,102.1
Ahmednagar,Kopargaon,Kopargaon_Cluster_20,19.3612,74.5797,Adsali,Co 86032,Black Cotton,Drip,4.35,25-11-2021,01-01-2023,2023,0.85,0.656,31.8,34.3,19.2,6.2,63.2,499.5,180
Ahmednagar,Rahuri,Rahuri_Cluster_14,18.7144,74.2567,Pre-seasonal,CoM 0265,Medium Black,Drip,2.4,09-06-2023,03-09-2024,2024,0.766,0.645,33.8,36.1,21.7,5.42,55.2,451.6,154.17
Ahmednagar,Kopargaon,Kopargaon_Cluster_18,18.5932,74.6857,Suru,VSI 434,Black Cotton,Rainfed,1.35,21-01-2019,11-04-2020,2020,0.52,0.322,28.2,29.8,19.3,6.78,51.2,447.4,105.48
Ahmednagar,Kopargaon,Kopargaon_Cluster_6,18.5396,74.6394,Pre-seasonal,Co 92005,Medium Black,Flood,3.52,15-11-2020,20-12-2021,2021,0.691,0.568,30.8,32.9,19.3,5.44,57.6,644.9,147.27
Ahmednagar,Rahata,Rahata_Cluster_8,19.2429,74.8407,Suru,Co 92005,Black Cotton,Flood,0.78,15-02-2022,09-05-2023,2023,0.788,0.693,29.1,31.5,22.3,5.16,53.4,433.8,121.49
Ahmednagar,Shevgaon,Shevgaon_Cluster_18,18.7276,74.9247,Suru,Co 86032,Medium Black,Drip,3.58,13-10-2019,27-12-2020,2020,0.625,0.516,34.7,36.6,20.4,6.42,51.2,532.1,115.96
Ahmednagar,Sangamner,Sangamner_Cluster_16,18.6463,74.7255,Suru,Co 92005,Medium Black,Rainfed,1.8,14-09-2019,02-10-2020,2020,0.464,0.433,32.5,33.9,19.9,6.56,48.8,631.9,90.81
Ahmednagar,Nevasa,Nevasa_Cluster_6,18.7541,74.4436,Suru,VSI 434,Sandy Loam,Drip,4.87,12-09-2020,21-12-2021,2021,0.613,0.543,32.4,34.2,17.7,6.15,65.1,463.2,130.19
Ahmednagar,Rahata,Rahata_Cluster_17,19.2305,74.9258,Adsali,CoM 0265,Medium Black,Flood,2.1,30-12-2022,18-02-2024,2024,0.656,0.553,31.3,33.3,21.3,5.61,76.3,458.2,144.58
Ahmednagar,Rahuri,Rahuri_Cluster_3,19.1264,74.8742,Adsali,Co 86032,Black Cotton,Flood,3.7,13-01-2023,15-03-2024,2024,0.793,0.626,29.5,31.9,19.8,5.01,63.1,510.5,169.33
Ahmednagar,Parner,Parner_Cluster_12,18.9026,74.5317,Adsali,VSI 434,Clay Loam,Flood,0.69,28-03-2020,04-08-2021,2021,0.573,0.369,29.9,31.6,21.1,5.56,73.4,508.3,147.06
Ahmednagar,Akole,Akole_Cluster_18,19.4394,74.705,Adsali,CoM 0265,Clay Loam,Rainfed,4.4,04-11-2019,28-12-2020,2020,0.721,0.599,34.8,37,19.7,5.92,55.5,796.1,141.7
Ahmednagar,Pathardi,Pathardi_Cluster_18,18.7577,74.2097,Adsali,Co 92005,Sandy Loam,Flood,4.27,09-02-2021,03-03-2022,2022,0.752,0.574,33,35.2,16.8,6.97,55,413.9,143.02
Ahmednagar,Shrigonda,Shrigonda_Cluster_8,19.428,74.6392,Pre-seasonal,VSI 434,Medium Black,Rainfed,3.08,28-07-2021,31-10-2022,2022,0.553,0.365,28.1,29.7,18.4,5.41,66.7,474.1,110.4
Ahmednagar,Jamkhed,Jamkhed_Cluster_12,19.1461,75.1249,Pre-seasonal,Co 92005,Sandy Loam,Rainfed,4.01,22-09-2022,28-01-2024,2024,0.537,0.405,31.9,33.5,21.9,5.91,54.7,432.2,91.86
Ahmednagar,Rahata,Rahata_Cluster_5,19.1464,74.8849,Suru,Co 92005,Medium Black,Drip,1.76,22-08-2018,15-11-2019,2019,0.575,0.464,33.1,34.9,16,6.72,48.7,537.4,132.95
Ahmednagar,Shevgaon,Shevgaon_Cluster_12,18.9311,74.776,Pre-seasonal,Co 92005,Medium Black,Flood,0.81,01-12-2021,05-01-2023,2023,0.555,0.564,29.7,31.4,17.8,6.08,67.5,515.8,126.46
Ahmednagar,Parner,Parner_Cluster_15,19.3291,75.1171,Pre-seasonal,VSI 434,Medium Black,Flood,3.79,07-08-2019,21-08-2020,2020,0.659,0.543,28.4,30.4,15.5,5.98,56.6,508.6,147.45
Ahmednagar,Shrigonda,Shrigonda_Cluster_19,18.7414,74.468,Pre-seasonal,Co 92005,Clay Loam,Rainfed,0.94,16-03-2019,03-07-2020,2020,0.703,0.59,32.9,35,19.1,5.81,40.2,472.4,117.01
Ahmednagar,Parner,Parner_Cluster_10,18.6416,74.8036,Suru,Co 86032,Black Cotton,Flood,3.24,13-05-2022,12-07-2023,2023,0.819,0.745,31.7,34.2,21.2,5.96,68.7,582.2,122.87
Ahmednagar,Kopargaon,Kopargaon_Cluster_2,18.5465,74.4463,Adsali,VSI 434,Sandy Loam,Drip,3.3,03-01-2021,23-04-2022,2022,0.772,0.565,30.6,32.9,20.3,5.14,60.2,333.2,141.21
Ahmednagar,Kopargaon,Kopargaon_Cluster_1,18.8533,74.5656,Adsali,CoM 0265,Black Cotton,Drip,3.1,08-02-2022,17-06-2023,2023,0.85,0.665,32.9,35.5,21.9,6.31,82.8,473.4,180
Ahmednagar,Nevasa,Nevasa_Cluster_2,18.6579,74.7608,Adsali,VSI 434,Medium Black,Drip,1.99,04-09-2019,25-09-2020,2020,0.85,0.672,28.2,30.8,19.8,5.78,49.4,605.8,180
Ahmednagar,Jamkhed,Jamkhed_Cluster_17,19.0744,75.1724,Suru,Co 92005,Clay Loam,Rainfed,3.63,05-11-2017,07-03-2019,2019,0.573,0.483,33,34.7,17.3,6.14,38.2,339.2,93.1
Ahmednagar,Kopargaon,Kopargaon_Cluster_12,19.3637,75.1318,Suru,CoM 0265,Black Cotton,Drip,2.3,04-07-2018,29-09-2019,2019,0.714,0.608,31.2,33.4,18.3,5.96,77,488.8,162.61
Ahmednagar,Shevgaon,Shevgaon_Cluster_20,19.4053,74.3894,Adsali,CoM 0265,Sandy Loam,Drip,1.26,10-05-2020,09-08-2021,2021,0.763,0.57,30.4,32.7,18.2,4.47,57.6,307.9,164.01
Ahmednagar,Pathardi,Pathardi_Cluster_11,18.9735,75.1545,Suru,CoM 0265,Black Cotton,Flood,1.99,17-12-2017,17-01-2019,2019,0.599,0.442,32.2,34,19.2,5.55,82.5,544.6,129.35
Ahmednagar,Nevasa,Nevasa_Cluster_11,19.0841,75.0971,Adsali,VSI 434,Medium Black,Rainfed,2.93,31-03-2020,03-06-2021,2021,0.538,0.437,35.4,37,21.7,5.76,63.2,604,104.22
Ahmednagar,Sangamner,Sangamner_Cluster_18,19.3326,74.2154,Suru,CoM 0265,Medium Black,Flood,2.12,25-10-2018,17-12-2019,2019,0.591,0.431,34,35.7,18.7,5.87,58.9,531.6,117.03
Ahmednagar,Shevgaon,Shevgaon_Cluster_1,19.3686,75.0048,Adsali,Co 86032,Clay Loam,Drip,1.07,16-01-2022,31-05-2023,2023,0.85,0.568,28.5,31.1,19.5,5.59,73.9,581,180
Ahmednagar,Pathardi,Pathardi_Cluster_9,19.1418,75.0759,Pre-seasonal,VSI 434,Sandy Loam,Drip,1.87,18-01-2019,29-03-2020,2020,0.676,0.619,29.2,31.2,18.8,6.17,37.6,612.2,145.31
Ahmednagar,Karjat,Karjat_Cluster_13,19.4052,74.2628,Pre-seasonal,Co 92005,Black Cotton,Flood,1.73,23-12-2020,19-01-2022,2022,0.591,0.462,32.1,33.9,19,5.69,53.5,567.6,128.42
Ahmednagar,Nevasa,Nevasa_Cluster_20,19.1767,74.7607,Pre-seasonal,Co 86032,Sandy Loam,Flood,1.49,19-07-2019,15-08-2020,2020,0.826,0.693,30,32.5,17,5.01,59,374.9,152.85
Ahmednagar,Rahuri,Rahuri_Cluster_19,19.3067,74.7078,Pre-seasonal,CoM 0265,Black Cotton,Drip,3.05,20-09-2018,31-01-2020,2020,0.85,0.834,29.5,32.1,21.3,5.81,45.1,462.4,163.93
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_19,19.1428,74.4293,Suru,Co 92005,Medium Black,Rainfed,2.09,27-12-2017,04-01-2019,2019,0.394,0.408,32.3,33.4,19.3,5.53,67.4,511.7,89.76
Ahmednagar,Shrigonda,Shrigonda_Cluster_18,18.519,75.1257,Suru,Co 92005,Clay Loam,Drip,2.98,02-06-2022,27-07-2023,2023,0.443,0.342,32.3,33.6,22.1,5.72,68.7,615.4,125.38
Ahmednagar,Akole,Akole_Cluster_7,18.6573,74.7637,Adsali,Co 92005,Black Cotton,Rainfed,4.71,10-06-2021,07-08-2022,2022,0.7,0.56,31.1,33.2,20.3,5.34,72.5,1104.8,126.62
Ahmednagar,Nevasa,Nevasa_Cluster_5,19.1292,75.025,Suru,CoM 0265,Medium Black,Drip,2.3,18-02-2021,21-04-2022,2022,0.782,0.629,32.9,35.3,19.8,6.08,71.2,521.8,131.66
Ahmednagar,Kopargaon,Kopargaon_Cluster_18,18.9598,74.2518,Adsali,VSI 434,Medium Black,Flood,4.48,05-08-2019,19-08-2020,2020,0.735,0.677,29.7,31.9,20.5,5.19,64.4,567.8,148.34
Ahmednagar,Rahata,Rahata_Cluster_8,19.2948,75.0598,Adsali,Co 92005,Sandy Loam,Rainfed,2.74,14-11-2022,28-01-2024,2024,0.563,0.412,30.4,32,19.2,5.36,56.2,495.8,95.59
Ahmednagar,Shevgaon,Shevgaon_Cluster_10,19.4769,74.7978,Pre-seasonal,CoM 0265,Black Cotton,Drip,2.91,23-02-2021,16-06-2022,2022,0.76,0.493,31.1,33.4,19.3,6.03,46.5,453,143.34
Ahmednagar,Nevasa,Nevasa_Cluster_20,19.0343,74.8987,Adsali,CoM 0265,Clay Loam,Flood,2.13,19-07-2020,23-10-2021,2021,0.738,0.646,29.1,31.4,22.2,5.42,69.5,426.7,152.61
Ahmednagar,Parner,Parner_Cluster_4,18.972,74.8155,Pre-seasonal,Co 92005,Clay Loam,Flood,3.13,20-03-2020,02-05-2021,2021,0.444,0.381,30.4,31.8,20.7,6.23,52.4,546.3,123.46
Ahmednagar,Rahuri,Rahuri_Cluster_2,18.6,74.5407,Pre-seasonal,Co 86032,Black Cotton,Rainfed,4.63,24-08-2023,09-12-2024,2024,0.657,0.46,33,35,20.6,5.68,73.9,392.1,129.59
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_1,19.0994,74.5294,Suru,VSI 434,Black Cotton,Rainfed,0.53,02-10-2017,04-01-2019,2019,0.383,0.31,37,38.2,18.1,5.62,58.7,485.1,71.89
Ahmednagar,Shevgaon,Shevgaon_Cluster_5,19.0581,74.5309,Adsali,Co 92005,Black Cotton,Flood,4.49,26-04-2020,26-04-2021,2021,0.85,0.683,32.4,35,18,5.26,75.9,513.4,180
Ahmednagar,Sangamner,Sangamner_Cluster_11,18.9671,74.6422,Adsali,VSI 434,Clay Loam,Drip,3.66,02-11-2022,26-01-2024,2024,0.85,0.695,28.8,31.3,20.8,4.39,49.8,661.1,154.65
Ahmednagar,Pathardi,Pathardi_Cluster_20,19.4641,74.8221,Adsali,Co 86032,Clay Loam,Rainfed,3.92,17-03-2018,16-07-2019,2019,0.828,0.673,30.9,33.4,17.4,6.12,64.8,628.6,153.69
Ahmednagar,Pathardi,Pathardi_Cluster_5,19.405,74.8122,Adsali,CoM 0265,Black Cotton,Flood,1.13,16-06-2019,06-09-2020,2020,0.85,0.723,30.1,32.6,18.1,4.98,55.6,628.5,174.86
Ahmednagar,Pathardi,Pathardi_Cluster_7,18.5024,74.8254,Adsali,Co 92005,Black Cotton,Rainfed,2.66,23-09-2018,24-12-2019,2019,0.656,0.48,30.9,32.9,23.6,4.38,63.8,450.6,144.5
Ahmednagar,Pathardi,Pathardi_Cluster_15,18.7083,74.7612,Adsali,CoM 0265,Clay Loam,Rainfed,4.31,21-12-2021,29-04-2023,2023,0.724,0.566,31.2,33.4,17.9,5.1,74,475.9,135.89
Ahmednagar,Nevasa,Nevasa_Cluster_16,18.614,74.4973,Pre-seasonal,Co 86032,Clay Loam,Flood,2.44,12-11-2022,19-03-2024,2024,0.58,0.488,29.6,31.4,19.6,5.79,50,481.9,114.45
Ahmednagar,Rahuri,Rahuri_Cluster_20,19.1793,74.7828,Adsali,VSI 434,Clay Loam,Drip,2.8,13-05-2022,09-07-2023,2023,0.684,0.48,27.5,29.5,16.9,5.56,59.7,468.3,138.71
Ahmednagar,Nevasa,Nevasa_Cluster_8,19.2592,74.3603,Adsali,CoM 0265,Black Cotton,Drip,3.47,28-06-2022,27-07-2023,2023,0.85,0.705,29.6,32.1,20,5.05,70,377.4,168.55
Ahmednagar,Kopargaon,Kopargaon_Cluster_3,19.1786,75.0466,Suru,VSI 434,Medium Black,Drip,3.18,17-02-2021,20-02-2022,2022,0.622,0.491,34.8,36.7,16.8,5.76,47.7,636.5,105.85
Ahmednagar,Rahuri,Rahuri_Cluster_15,18.8699,74.4032,Pre-seasonal,VSI 434,Black Cotton,Flood,1.48,21-04-2019,23-04-2020,2020,0.6,0.544,28.9,30.7,20.8,6.55,48.7,429.9,123.37
Ahmednagar,Pathardi,Pathardi_Cluster_15,19.3467,74.8069,Suru,Co 86032,Clay Loam,Flood,3.87,02-01-2023,02-01-2024,2024,0.654,0.634,35.9,37.9,17.5,5.55,62.2,560.6,90.24
Ahmednagar,Karjat,Karjat_Cluster_13,18.9623,74.9604,Pre-seasonal,CoM 0265,Sandy Loam,Rainfed,2.37,11-05-2020,26-05-2021,2021,0.565,0.433,29.2,30.9,22.3,5.75,64.5,353.3,105.07
Ahmednagar,Rahata,Rahata_Cluster_3,18.7243,75.1826,Adsali,Co 86032,Medium Black,Flood,4.27,05-08-2022,17-12-2023,2023,0.769,0.587,25.5,27.8,21.5,6.02,60.7,371.2,164.91
Ahmednagar,Rahata,Rahata_Cluster_1,18.8758,74.2167,Adsali,CoM 0265,Medium Black,Drip,2.48,13-02-2019,23-02-2020,2020,0.85,0.665,31.6,34.1,21.1,6.56,62.2,361.1,166.61
Ahmednagar,Rahuri,Rahuri_Cluster_6,18.5975,75.181,Adsali,CoM 0265,Black Cotton,Flood,1.99,19-12-2023,24-12-2024,2024,0.85,0.602,27.5,30,20.9,5.93,58.4,431.6,161.28
Ahmednagar,Sangamner,Sangamner_Cluster_5,19.3254,75.0877,Adsali,CoM 0265,Clay Loam,Drip,2.7,31-03-2019,12-07-2020,2020,0.818,0.72,27.7,30.1,17.9,5.64,59.4,648.6,180
Ahmednagar,Nevasa,Nevasa_Cluster_19,19.4009,74.2861,Adsali,Co 92005,Black Cotton,Drip,1.72,26-07-2021,18-09-2022,2022,0.753,0.586,26.7,29,21.7,5.29,54.9,411.9,143.74
Ahmednagar,Shrigonda,Shrigonda_Cluster_5,19.1604,74.4047,Adsali,Co 92005,Clay Loam,Flood,4.28,22-12-2020,18-04-2022,2022,0.748,0.537,29,31.2,21.8,5.77,69.1,560.7,162.24
Ahmednagar,Shevgaon,Shevgaon_Cluster_19,18.7368,74.4895,Suru,CoM 0265,Sandy Loam,Drip,0.57,24-01-2022,24-01-2023,2023,0.669,0.614,35.3,37.3,17.6,5.47,71.6,488.3,115.54
Ahmednagar,Parner,Parner_Cluster_11,19.0941,74.8503,Pre-seasonal,Co 92005,Sandy Loam,Drip,1.65,29-03-2022,15-07-2023,2023,0.507,0.437,32.7,34.2,20.5,5.59,64.8,509.6,101.55
Ahmednagar,Parner,Parner_Cluster_4,19.2473,74.6887,Suru,Co 86032,Sandy Loam,Rainfed,4.55,20-11-2017,26-02-2019,2019,0.498,0.362,35.9,37.4,18.7,5.94,57.1,545.3,70.96
Ahmednagar,Shevgaon,Shevgaon_Cluster_5,18.7122,74.3546,Suru,CoM 0265,Medium Black,Flood,2.42,25-07-2022,16-11-2023,2023,0.583,0.318,33.9,35.6,19.9,5.97,73.3,497.3,112.63
Ahmednagar,Nevasa,Nevasa_Cluster_10,19.187,74.2497,Pre-seasonal,CoM 0265,Medium Black,Rainfed,2.54,08-04-2023,09-06-2024,2024,0.504,0.407,30,31.5,17.2,4.91,62.4,441.9,103.02
Ahmednagar,Shrigonda,Shrigonda_Cluster_2,19.1603,74.7759,Suru,VSI 434,Clay Loam,Drip,1.37,29-10-2021,17-11-2022,2022,0.751,0.655,32.9,35.1,22,5.78,73.1,529.3,135.08
Ahmednagar,Nevasa,Nevasa_Cluster_12,18.8211,74.3373,Adsali,CoM 0265,Medium Black,Rainfed,2.55,15-08-2021,01-09-2022,2022,0.656,0.49,30.5,32.4,17.8,5.46,66.5,613,137.66
Ahmednagar,Shrirampur,Shrirampur_Cluster_1,18.6969,74.8433,Suru,CoM 0265,Black Cotton,Rainfed,4.91,16-03-2022,20-04-2023,2023,0.3,0.279,30.8,31.7,19.7,5.16,60.2,498.9,74.09
Ahmednagar,Shevgaon,Shevgaon_Cluster_8,19.0598,75.0546,Adsali,CoM 0265,Black Cotton,Flood,2.53,28-01-2020,18-05-2021,2021,0.824,0.708,31.9,34.4,22.6,5.37,60.7,518.5,168.71
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_6,19.0446,74.2601,Adsali,Co 92005,Black Cotton,Drip,2.61,13-03-2021,28-03-2022,2022,0.85,0.737,27.4,29.9,21.1,5.76,66.9,394.8,170.31
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_14,18.8764,74.9195,Adsali,Co 92005,Medium Black,Drip,0.61,10-10-2018,01-01-2020,2020,0.85,0.731,27,29.5,19.1,5.53,59.1,546.5,170.78
Ahmednagar,Rahata,Rahata_Cluster_6,19.0295,74.5211,Adsali,CoM 0265,Medium Black,Drip,1.65,15-06-2019,14-09-2020,2020,0.85,0.694,27.8,30.4,20.6,4.91,46.4,586.6,180
Ahmednagar,Nevasa,Nevasa_Cluster_4,18.5135,74.4625,Pre-seasonal,Co 92005,Clay Loam,Flood,2.88,13-06-2021,10-07-2022,2022,0.777,0.58,27.3,29.6,19.5,6.72,64.5,332.1,144.88
Ahmednagar,Rahata,Rahata_Cluster_10,19.0479,74.9707,Pre-seasonal,Co 92005,Black Cotton,Rainfed,1.61,08-01-2021,23-04-2022,2022,0.531,0.458,29.1,30.7,19,5.57,82.5,313.2,110.19
Ahmednagar,Jamkhed,Jamkhed_Cluster_8,18.9125,74.4493,Pre-seasonal,VSI 434,Clay Loam,Drip,3.24,08-09-2019,07-10-2020,2020,0.766,0.549,29.3,31.6,17,5.82,55.8,569.2,144.02
Ahmednagar,Sangamner,Sangamner_Cluster_16,19.1071,74.6399,Adsali,CoM 0265,Sandy Loam,Flood,1.9,09-05-2020,21-05-2021,2021,0.85,0.713,30.7,33.3,17,4.52,46.4,542.2,131.03
Ahmednagar,Parner,Parner_Cluster_8,19.2188,74.9224,Pre-seasonal,Co 86032,Black Cotton,Flood,1.41,23-06-2022,05-09-2023,2023,0.66,0.46,31.1,33.1,17.1,4.74,66.3,588,151.52
Ahmednagar,Jamkhed,Jamkhed_Cluster_17,18.9741,74.6188,Pre-seasonal,CoM 0265,Sandy Loam,Flood,4.87,22-04-2021,22-05-2022,2022,0.63,0.468,28.4,30.3,23,6.57,68.6,511.6,125.2
Ahmednagar,Parner,Parner_Cluster_3,19.1618,74.9078,Suru,Co 92005,Sandy Loam,Flood,1.72,15-01-2018,07-02-2019,2019,0.611,0.51,33.6,35.4,20.5,5.9,67.5,498.1,103.32
Ahmednagar,Rahata,Rahata_Cluster_3,18.8516,75.1116,Pre-seasonal,CoM 0265,Black Cotton,Rainfed,3.9,17-08-2021,23-08-2022,2022,0.493,0.366,30.6,32.1,15.7,5.84,67.9,646.1,116.77
Ahmednagar,Nevasa,Nevasa_Cluster_3,19.0463,74.7999,Adsali,Co 86032,Sandy Loam,Drip,2.57,14-02-2020,23-03-2021,2021,0.85,0.664,31.4,34,17.7,5.48,51.2,531.8,177.27
Ahmednagar,Parner,Parner_Cluster_9,18.6231,75.0583,Pre-seasonal,CoM 0265,Clay Loam,Flood,4.3,04-08-2022,17-12-2023,2023,0.724,0.501,32.4,34.6,21.2,5.4,62.2,650.9,140.62
Ahmednagar,Parner,Parner_Cluster_3,19.4396,74.8221,Suru,Co 92005,Clay Loam,Drip,1.13,02-12-2018,01-01-2020,2020,0.614,0.482,32.9,34.7,19.6,6.22,65.5,322.6,120.89
Ahmednagar,Shrigonda,Shrigonda_Cluster_15,18.5426,75.108,Pre-seasonal,CoM 0265,Black Cotton,Flood,3.33,25-08-2018,23-11-2019,2019,0.727,0.549,32,34.2,22.8,5.49,53.3,451.5,116.26
Ahmednagar,Akole,Akole_Cluster_19,19.2023,75.1036,Suru,Co 86032,Medium Black,Drip,3.52,11-03-2022,08-06-2023,2023,0.631,0.602,31.9,33.8,20.2,6.67,64.8,981.7,128.49
Ahmednagar,Rahuri,Rahuri_Cluster_8,19.491,74.5641,Suru,CoM 0265,Black Cotton,Flood,4.86,07-04-2019,14-06-2020,2020,0.625,0.432,31.6,33.5,14.5,6.5,61.4,564.8,124.23
Ahmednagar,Shevgaon,Shevgaon_Cluster_7,18.766,74.8514,Adsali,VSI 434,Medium Black,Flood,1.11,13-11-2022,25-12-2023,2023,0.775,0.594,29.9,32.2,17.7,5.94,62.5,328.1,155.01
Ahmednagar,Rahuri,Rahuri_Cluster_11,19.0773,74.2318,Adsali,CoM 0265,Clay Loam,Drip,1.13,17-03-2019,03-05-2020,2020,0.85,0.662,25.4,28,19.5,6.04,61.3,500.1,180
